Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,totalSeasons,Response,DVD,BoxOffice,Production,Website
Bitten,2014–2016,TV-MA,13 Jan 2014,44 min,"Drama, Fantasy, Horror",N/A,N/A,"Laura Vandervoort, Greyston Holt, Greg Bryk",Elena navigates her life between the human world and the werewolf world as the only female of the species.,English,Canada,1 win & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTcxMTgwNDk5MV5BMl5BanBnXkFtZTgwODE3MzY0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,6.9,"19,556",tt2365946,series,3,True,,,,
The Weakest Tamer Began a Journey to Pick Up Trash,2024,TV-14,12 Jan 2024,N/A,"Animation, Adventure, Fantasy",N/A,Honobonoru500,"Reshel Mae, Monica Rial, Tomokazu Sugita","Stars are everything, granting abilities to Tamers. So when Ivy was born without one, her village took it as an ill omen.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMGFiNzEwNTAtNGQ4Ni00YWZmLWFmNjEtNmZjOGNhMWFhYzgwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,670,tt30644010,series,1,True,,,,
The Millionaire,1955–1960,N/A,19 Jan 1955,30 min,Drama,N/A,N/A,"Marvin Miller, Paul Frees, Roy Gordon","In this hit 1950s TV series, a millionaire indulges himself giving away $1 million apiece to persons he has never met.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNjcwNmJlNTktYTMyMy00NDE4LWFlNzctMGVkNjIzM2JhMWQwXkEyXkFqcGdeQXVyMjcyMDU4NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,609,tt0047758,series,6,True,,,,
Showa Genroku Rakugo Shinju,2016,N/A,08 Jan 2016,26 min,"Animation, Comedy, Drama",N/A,Haruko Kumota,"Akira Ishida, Tomokazu Seki, Kôichi Yamadera","The life and career of Eighth Generation Yakumo Yurakutei, a legendary 20th century rakugo artist whose journey is greatly influenced by his incredibly gifted but hot-headed best friend.",Japanese,Japan,1 win & 5 nominations,https://m.media-amazon.com/images/M/MV5BY2NjMmMzNWYtMTc3My00YmJhLThhMTYtNTliNjBiZDMwZTZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,"1,471",tt5419278,series,2,True,,,,
A Good Day to Be a Dog,2023–,N/A,11 Oct 2023,N/A,"Comedy, Fantasy, Romance",N/A,N/A,"Lee Seung-joon, Park Gyuyoung, Cha Eun-woo","An unpredictable fantasy romance between a woman living under a curse that causes her to turn into a dog when kissed, and the only one who can help her overcome the curse is a man who is afraid of dogs.",Korean,South Korea,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTAwMmRlNGYtNDlmNC00NGQwLTliZGYtMDIyMzA1ZmM4MzNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"2,040",tt29006388,series,1,True,,,,
Trapped,2002,R,20 Sep 2002,106 min,"Action, Crime, Drama",Luis Mandoki,Greg Iles,"Kevin Bacon, Charlize Theron, Courtney Love",The Jennings' fight for their daughters life after she is kidnapped by an experienced gang of thieves.,English,"Germany, United States",N/A,https://m.media-amazon.com/images/M/MV5BZGIxNjljMWMtZjk0ZS00NzUxLTg1NzAtNTJmMTI3MGY3NmM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.1,"26,155",tt0280380,movie,,True,N/A,"$7,073,251",N/A,N/A
The Warrior Princess,2021,N/A,01 Sep 2021,4 min,"Documentary, Short",Diego Opatowski,Tom Reilly,Kelly Broerse,The sacrifice of New Zealand's top female Muay Thai Fighter to reach the top of the sport,English,New Zealand,N/A,https://m.media-amazon.com/images/M/MV5BYzEyZjNhMDMtNDcyMC00NWViLWI2ZDgtMWEyMmFlZTYyNDMzXkEyXkFqcGdeQXVyMTAxMTgwNjQ5._V1_SX300.jpg,[],N/A,N/A,N/A,tt15353936,movie,,True,N/A,N/A,N/A,N/A
Touch,2012–2013,TV-PG,25 Jan 2012,43 min,"Drama, Mystery, Sci-Fi",N/A,Tim Kring,"Kiefer Sutherland, David Mazouz, Gugu Mbatha-Raw",A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,English,United States,Nominated for 2 Primetime Emmys. 2 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNTI3OTcwNTk3Ml5BMl5BanBnXkFtZTcwNzA3NzAzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"43,537",tt1821681,series,2,True,,,,
Uncle from Another World,2022–2023,TV-MA,20 Jul 2022,N/A,"Animation, Adventure, Comedy",N/A,Hotondoshindeiru,"Takehito Koyasu, Jun Fukuyama, Feodor Chin","After being in a coma for 17 years, Takafumi's middle-aged uncle suddenly wakes up speaking an unrecognizable language and wielding magical powers.","English, Japanese",Japan,1 nomination,https://m.media-amazon.com/images/M/MV5BNjY4MmVhOTItOTU4Mi00N2UxLWFhMGYtNmJkNmIzYzFhYzkxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"2,681",tt15219320,series,1,True,,,,
Vlad Love,2020–2021,N/A,18 Dec 2020,N/A,"Animation, Comedy, Fantasy",N/A,Mamoru Oshii,"Saori Hayami, Kenta Miyake, Ayane Sakura",A vampire girl goes to school for the first time and makes friends with humans.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BM2ExOTMzNzgtMzg2Zi00Y2Q1LTk4NjItNDRhZmMxMTQyYjFhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,85,tt10545652,series,1,True,,,,
The Fall of the House of Usher,2023,TV-MA,12 Oct 2023,N/A,"Drama, Horror, Mystery",N/A,Mike Flanagan,"Carla Gugino, Bruce Greenwood, Mary McDonnell","Siblings Roderick and Madeline Usher have built a pharmaceutical company into an empire of wealth, privilege and power; however, secrets come to light when the heirs to the Usher dynasty start dying.",English,United States,3 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BY2RiMjhkMzYtOWFmYS00YmRkLWIxYmYtN2FmZDEwODllYzA3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"117,850",tt15567174,series,1,True,,,,
Black Monday,2019–2021,TV-MA,20 Jan 2019,1 min,Comedy,N/A,"Jordan Cahan, David Caspe","Don Cheadle, Andrew Rannells, Paul Scheer",A group of outsiders takes on the 1980s old-boys club of Wall Street.,English,United States,Nominated for 2 Primetime Emmys. 2 wins & 19 nominations total,https://m.media-amazon.com/images/M/MV5BOWFmZjYzNjctYWEyOC00OWI3LWJjYjUtYjMwNDNjZjJhMmY5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"6,428",tt7406334,series,3,True,,,,
Aldnoah.Zero,2014–2015,TV-14,05 Jul 2014,N/A,"Animation, Action, Adventure",N/A,Gen Urobuchi,"Matthew Mercer, Erica Lindbeck, Bryce Papenbrook","In 1972, an ancient alien hypergate was discovered on the surface of the moon. Using this technology, humanity began migrating to Mars and settling there.","English, Japanese",Japan,5 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BOWFkZjdmMzgtMzM0MC00YTA0LWI3Y2YtZmNiOTk4OTE2OTUwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"2,509",tt3544556,series,2,True,,,,
Packed to the Rafters,2008–2013,TV-14,28 Aug 2008,60 min,"Comedy, Drama, Family",N/A,Bevan Lee,"Rebecca Gibney, Erik Thomson, Michael Caton",Meet Dave and Julie Rafter: just your average Australians with three adult children. On the eve of their 25th wedding anniversary it seems that they're about to have their house to themselves at long last.,English,Australia,13 wins & 36 nominations,https://m.media-amazon.com/images/M/MV5BNTFjMWYwMTktYTNlZS00OGVhLWIwNmQtOGUwNmNhYmM5OWFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"2,605",tt1132600,series,6,True,,,,
Rise of the Teenage Mutant Ninja Turtles,2018–2020,TV-Y7-FV,20 Jul 2018,N/A,"Animation, Action, Adventure",N/A,"Andy Suriano, Ant Ward","Ben Schwartz, Brandon Mychal Smith, Omar Benson Miller",Four mutant turtle brothers go on adventures where they end up tapping into mystic ninja powers.,English,"United States, Australia, India",1 win & 9 nominations,https://m.media-amazon.com/images/M/MV5BOWRjNGVjNWEtOGQ2OS00ODg2LThkYmQtMDhlZTc4ZWE5N2VhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}]",N/A,5.9,"6,546",tt6601082,series,2,True,,,,
Primal,2019–,TV-MA,07 Oct 2019,22 min,"Animation, Action, Adventure",N/A,Genndy Tartakovsky,"Aaron LaPlante, Laëtitia Eïdo, Fred Tatasciore",A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.,"English, Norse, Old, Arabic, Irish Gaelic","United States, France",Won 5 Primetime Emmys. 7 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BOTc0NTUyYmItOTY4Yi00ZjY5LWI1NjMtNDgyODJhYWRiY2UxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,"22,458",tt10332508,series,2,True,,,,
A Killer Paradox,2024–,TV-MA,09 Feb 2024,N/A,"Comedy, Crime, Thriller",N/A,Ggomabi,"Choi Woo-sik, Son Suk-ku, Lee Hee-joon","When one accidental killing leads to another, an ordinary young man finds himself stuck in an endless cat-and-mouse chase with a shrewd detective.",Korean,South Korea,3 nominations,https://m.media-amazon.com/images/M/MV5BYmU3MjZhNjYtODI2Yi00Nzg4LTg0NTctNWNmZDhhNmNiNWQ2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"6,786",tt28642796,series,1,True,,,,
The Jamie Foxx Show,1996–2001,TV-PG,28 Aug 1996,30 min,Comedy,N/A,"Bentley Kyle Evans, Jamie Foxx","Jamie Foxx, Garrett Morris, Garcelle Beauvais","Jamie King is an aspiring actor from Terrell, Texas, who has come to Los Angeles to pursue a career in show business. To support himself, he works at his family's hotel.",English,United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTJmMmRkOTctYmE2Zi00ODZmLWJiZGUtMGM3MmUyODA5NjNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"3,786",tt0115221,series,5,True,,,,
Invader ZIM,2001–2006,TV-Y7,30 Mar 2001,1 min,"Animation, Action, Adventure",N/A,Jhonen Vasquez,"Andy Berman, Richard Steven Horvitz, Rikki Simons","An alien named Zim from the planet Irk is sent on a secret mission to conquer Earth, not realising that his leaders were just trying to get rid of him and hoped that he would die. Once there, Zim manages to disguise himself as a h...",English,United States,Won 1 Primetime Emmy. 3 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMjAzNDRmODctMTBiMi00MTZkLTlhOGItN2Q1N2FhZGJjYTc4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"22,925",tt0235923,series,2,True,,,,
Spawn,1997,PG-13,01 Aug 1997,96 min,"Action, Crime, Drama",Mark A.Z. Dippé,"Todd McFarlane, Alan B. McElroy, Mark A.Z. Dippé","Michael Jai White, John Leguizamo, Martin Sheen","An elite mercenary is killed, but comes back from Hell as a reluctant soldier of the Devil.",English,United States,2 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BODhmNzA4ZjEtMTE2YS00ZTY2LThlMjEtZTdiZTM2NmY4MDJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.2,"73,287",tt0120177,movie,,True,N/A,"$54,870,175",N/A,N/A
Domestic Girlfriend,2019,TV-MA,12 Jan 2019,25 min,"Animation, Drama, Romance",N/A,N/A,"Maaya Uchida, Yôko Hikasa, Taku Yashiro",The daily life of high-school student Natsuo is heavily complicated after his single father marries the mother of his teacher crush Hina Tachibana and her sister Rui - who he had shared his first experience with with at a precedin...,"Japanese, English",Japan,2 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BYmQyNWI1ZTgtMTgzNC00ZGIyLTg3NWMtZmM2ZjMzNTNjOTU5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,"4,657",tt9817980,series,1,True,,,,
Maigret,2022,N/A,23 Feb 2022,89 min,"Crime, Drama, Mystery",Patrice Leconte,"Georges Simenon, Jérôme Tonnerre, Patrice Leconte","Gérard Depardieu, Jade Labeste, Mélanie Bernier","In Paris, a young girl is found dead in a Parisian square, wearing an evening dress. Commissioner Maigret will try to identify her and then understand what happened to the victim.","French, Yiddish","France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BNGRkZjUxMDEtMzkxMS00YzY1LThlNDUtMTMwMDIxYWEyMmJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",N/A,5.9,"3,213",tt10545696,movie,,True,N/A,N/A,N/A,N/A
Galileo,1975,PG,27 May 1976,145 min,"Biography, Drama",Joseph Losey,"Barbara Bray, Bertolt Brecht, Charles Laughton","Topol, Edward Fox, Colin Blakely","This biopic is about Galileo Galilei, the seventeenth century Italian who laid the foundations of modern science. Galileo made himself one of the world's first telescopes and discovered the moons of Jupiter. He supported Copernicu...",English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BYTQwNDk3ZmYtYjhiYS00OThiLWFiNDEtZmM3OTY2OTljYWMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,694,tt0073029,movie,,True,N/A,N/A,N/A,N/A
My Family,2000–2011,TV-14,17 Sep 2000,50 min,Comedy,N/A,Fred Barron,"Robert Lindsay, Zoë Wanamaker, Gabriel Thomson","Ben Harper, a misanthropic dentist, has little time for most people, including his wife Susan, and their children Nick, Janey, and Michael.",English,United Kingdom,Nominated for 3 BAFTA 6 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTcyODQ1ODQzNl5BMl5BanBnXkFtZTcwMTA3MTUyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"10,714",tt0257315,series,11,True,,,,
Call Center,2005,N/A,01 Jan 2005,12 min,"Comedy, Short",Amyn Kaderali,"Manish Goyal, Amyn Kaderali, Sunil Malhotra","Aris Alvarado, Andrea Amavisca, Hiromi Dames",N/A,English,United States,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,121,tt0454591,movie,,True,N/A,N/A,N/A,N/A
Portlandia,2011–2018,TV-14,11 Jan 2011,22 min,Comedy,N/A,"Fred Armisen, Carrie Brownstein, Jonathan Krisel","Fred Armisen, Carrie Brownstein, Kyle MacLachlan","A sketch-comedy series that parodies life in Portland, Oregon.",English,United States,Won 4 Primetime Emmys. 11 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BYmNmNmYyOTMtZWFjNi00YWJmLWJhMDUtM2NjYjA5OTQ5MmRlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"23,486",tt1780441,series,8,True,,,,
UFO,2018,PG-13,04 Sep 2018,88 min,"Drama, Mystery, Sci-Fi",Ryan Eslinger,Ryan Eslinger,"Alex Sharp, Gillian Anderson, Ella Purnell","A college student, who sees a UFO, uses his exceptional math skills to investigate the sighting with his friends while the FBI follows closely behind.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmEzN2Y4ZDgtYjIyYi00Y2NiLTk2ZTctNGYwNDIwYTAyYjI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"12,112",tt6290798,movie,,True,N/A,N/A,N/A,N/A
Romance in the Rain,1934,Approved,13 Aug 1934,70 min,"Comedy, Mystery, Romance",Stuart Walker,"Jay Gorney, Sig Herzig, Barry Trivers","Roger Pryor, Heather Angel, Esther Ralston","The publisher of a tabloid-type romance magazine decides to get some publicity by sponsoring a ""Cinderella and Prince Charming"" contest.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BN2YzYjIzOGEtNTE1NC00MDllLThiMjEtYmY2NWUxM2ZkODExXkEyXkFqcGdeQXVyMzAwOTU1MTk@._V1_SX300.jpg,[],N/A,N/A,N/A,tt0025732,movie,,True,N/A,N/A,N/A,N/A
Tiger,2021,TV-MA,10 Jan 2021,192 min,"Documentary, Biography, Sport","Matthew Hamachek, Matthew Heineman",N/A,"Tiger Woods, Pete McDaniel, Steve Williams","A look at the life, success and scandals of golf legend Tiger Woods.",English,United States,1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BNDRiN2I0NTktOGZkNy00ZTBhLWFjMzYtZjM5M2QxMzA2YjkzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"5,083",tt12688688,series,N/A,True,,,,
Joe Pickett,2021–2023,TV-14,06 Dec 2021,N/A,"Drama, Western",N/A,"Drew Dowdle, John Erick Dowdle","Michael Dorman, Julianna Guill, Sharon Lawrence",Follows a game warden and his family during a changing political and socioeconomic climate in a small rural town.,English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BNzllZGMzZWItMDRiOC00OWJkLWExMmQtNjE1MmVmMmI1YWJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"11,378",tt14271652,series,2,True,,,,
Dash,2022,N/A,01 Apr 2022,105 min,"Drama, Thriller",Sean Perry,Sean Perry,"Alexander Molina, Monette Moio, Paige Grimard",An adulterous rideshare driver navigating the nighttime streets of Hollywood goes to great lengths to take his troubling double-life to the grave...only to dig a grave for himself.,English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BMjhlZTViNDYtYmE2YS00ZTNiLThkYWMtNzUyM2ExOGVmMWJjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}]",N/A,6.3,76,tt14272430,movie,,True,N/A,N/A,N/A,N/A
How It's Made,2001–2019,TV-G,06 Jul 2005,24 min,Documentary,N/A,N/A,"Brooks Moore, Tony Hirst, Lynne Adams",Television series that documents how various everyday products are made.,"English, French",Canada,1 win,https://m.media-amazon.com/images/M/MV5BNWNmZDc4ODUtOTcyNC00NjY3LWE5MGMtZDdhMzgxMWE2NTU4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",N/A,7.8,"8,378",tt0835010,series,32,True,,,,
Blue Spring Ride,2014,TV-14,07 Jul 2014,122 min,"Animation, Comedy, Drama",N/A,Io Sakisaka,"Maaya Uchida, Yûki Kaji, Daisuke Hirakawa","Revolves around Futaba, a girl who was in love with a boy named Ko Tanaka in middle school. However, it did not work because he transferred but in high school, her world is turned around once again when she meets him again.",Japanese,Japan,3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMzNmNjQ3OTEtMjIzOS00ZDg2LWEwMTYtMzk1ZWEzNGFiMzVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"6,628",tt3592708,series,1,True,,,,
Ultraseven,1967–1968,TV-PG,01 Oct 1967,30 min,"Action, Adventure, Drama",N/A,N/A,"Kôji Moritsugu, Yuriko Hishimi, Shôji Nakayama","An alien superhero from M-78 protects Earth from extraterrestrial threats in this popular classic follow-up to the original ""Ultraman"" TV series.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BZjUwNTJjMzctYjY5Yy00OGNjLTkxM2UtN2IzNzJlZTNlYTQzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,545,tt0184169,series,1,True,,,,
Fight Night: The Million Dollar Heist,2024,TV-MA,05 Sep 2024,N/A,"Action, Crime, Drama",N/A,Shaye Ogbonna,"Kevin Hart, Taraji P. Henson, Don Cheadle","Following his return to boxing after dodging the draft, Ali beats Jerry Quarry. Later that night, hundreds are robbed at his after-party in a massive armed robbery.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOWFhZDVkZWYtNTJhMC00Y2NjLWFiMjItYzU4MDBmZWQ4M2VmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"2,053",tt30428188,series,1,True,,,,
The Center Seat: 55 Years of Star Trek,2021–2022,N/A,05 Nov 2021,N/A,"Documentary, History",N/A,N/A,"Gates McFadden, Larry Nemecek, Marc Cushman","Chronicles rare and fascinating details of how ""Star Trek"" began, where it's been, and how it's going where no television series has gone before.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BOGFlNDYzYjktMTkxMS00ZGEyLWJiYmYtYzU3NDYyYzY5ZjM4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,622,tt15766736,series,1,True,,,,
Sledge Hammer!,1986–1988,TV-PG,23 Sep 1986,30 min,"Action, Comedy",N/A,Alan Spencer,"David Rasche, Anne-Marie Martin, Harrison Page",The adventures of a deranged and dumb police detective who always looks for the most violent solution to any problem.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZDNhNTE3MWItZjQ2MC00NTJiLWEyZjYtNDFjNmE3OTgwZjZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,"7,762",tt0090525,series,2,True,,,,
